date,virus,Sample Name,template,num_reps,median,count,at_least_3CTvals,Well,Well Position,CT,Replicate,sample_type,medDist1_method,count2,at_least_3CTvals_aftOut
04-21,WSSV,1e4_VP28.31t,1e+04,5,8.622886,5,keep,16,B4,8.223442,4,STD,keep,4,keep
04-21,WSSV,1e4_VP28.31t,1e+04,5,8.622886,5,keep,15,B3,8.622886,3,STD,keep,4,keep
04-21,WSSV,1e4_VP28.31t,1e+04,5,8.622886,5,keep,14,B2,7.9290094,2,STD,keep,4,keep
04-21,WSSV,1e6_VP28.31t,1e+06,5,6.5876327,5,keep,3,A3,6.6103144,3,STD,keep,5,keep
04-21,WSSV,1e6_VP28.31t,1e+06,5,6.5876327,5,keep,4,A4,6.5876327,4,STD,keep,5,keep
04-21,WSSV,1e6_VP28.31t,1e+06,5,6.5876327,5,keep,5,A5,6.3966165,5,STD,keep,5,keep
04-21,WSSV,1e6_VP28.31t,1e+06,5,6.5876327,5,keep,2,A2,6.601216,2,STD,keep,5,keep
04-21,WSSV,1e6_VP28.31t,1e+06,5,6.5876327,5,keep,1,A1,6.526694,1,STD,keep,5,keep
04-21,WSSV,SPF2_VP28.31t,SPF2,5,11.7498455,1,remove,62,F2,NA,2,UNK,NA,NA,NA
04-21,WSSV,SPF2_VP28.31t,SPF2,5,11.7498455,1,remove,64,F4,NA,4,UNK,NA,NA,NA
04-21,WSSV,SPF2_VP28.31t,SPF2,5,11.7498455,1,remove,65,F5,NA,5,UNK,NA,NA,NA
04-21,WSSV,SPF2_VP28.31t,SPF2,5,11.7498455,1,remove,61,F1,NA,1,UNK,NA,NA,NA
04-21,WSSV,SPF2_VP28.31t,SPF2,5,11.7498455,1,remove,63,F3,11.7498455,3,UNK,NA,NA,NA
04-21,WSSV,SPF3_VP28.31t,SPF3,5,10.7300005,1,remove,75,G3,NA,3,UNK,NA,NA,NA
04-21,WSSV,SPF3_VP28.31t,SPF3,5,10.7300005,1,remove,74,G2,10.7300005,2,UNK,NA,NA,NA
04-21,WSSV,SPF3_VP28.31t,SPF3,5,10.7300005,1,remove,73,G1,NA,1,UNK,NA,NA,NA
04-21,WSSV,SPF3_VP28.31t,SPF3,5,10.7300005,1,remove,77,G5,NA,5,UNK,NA,NA,NA
04-21,WSSV,SPF3_VP28.31t,SPF3,5,10.7300005,1,remove,76,G4,NA,4,UNK,NA,NA,NA
04-21,WSSV,SPF4_VP28.31t,SPF4,5,12.361558,1,remove,86,H2,NA,2,UNK,NA,NA,NA
04-21,WSSV,SPF4_VP28.31t,SPF4,5,12.361558,1,remove,89,H5,12.361558,5,UNK,NA,NA,NA
04-21,WSSV,SPF4_VP28.31t,SPF4,5,12.361558,1,remove,87,H3,NA,3,UNK,NA,NA,NA
04-21,WSSV,SPF4_VP28.31t,SPF4,5,12.361558,1,remove,85,H1,NA,1,UNK,NA,NA,NA
04-21,WSSV,SPF4_VP28.31t,SPF4,5,12.361558,1,remove,88,H4,NA,4,UNK,NA,NA,NA
04-21,WSSV,SPF5_VP28.31t,SPF5,5,11.02284,1,remove,6,A6,NA,1,UNK,NA,NA,NA
04-21,WSSV,SPF5_VP28.31t,SPF5,5,11.02284,1,remove,9,A9,11.02284,4,UNK,NA,NA,NA
04-21,WSSV,SPF5_VP28.31t,SPF5,5,11.02284,1,remove,10,A10,NA,5,UNK,NA,NA,NA
04-21,WSSV,SPF5_VP28.31t,SPF5,5,11.02284,1,remove,8,A8,NA,3,UNK,NA,NA,NA
04-21,WSSV,SPF5_VP28.31t,SPF5,5,11.02284,1,remove,7,A7,NA,2,UNK,NA,NA,NA
04-21,WSSV,TSV1_VP28.31t,TSV1,5,NA,0,remove,20,B8,NA,3,UNK,NA,NA,NA
04-21,WSSV,TSV1_VP28.31t,TSV1,5,NA,0,remove,18,B6,NA,1,UNK,NA,NA,NA
04-21,WSSV,TSV1_VP28.31t,TSV1,5,NA,0,remove,21,B9,NA,4,UNK,NA,NA,NA
04-21,WSSV,TSV1_VP28.31t,TSV1,5,NA,0,remove,19,B7,NA,2,UNK,NA,NA,NA
04-21,WSSV,TSV1_VP28.31t,TSV1,5,NA,0,remove,22,B10,NA,5,UNK,NA,NA,NA
04-21,WSSV,TSV2_VP28.31t,TSV2,5,NA,0,remove,34,C10,NA,5,UNK,NA,NA,NA
04-21,WSSV,TSV2_VP28.31t,TSV2,5,NA,0,remove,33,C9,NA,4,UNK,NA,NA,NA
04-21,WSSV,TSV2_VP28.31t,TSV2,5,NA,0,remove,30,C6,NA,1,UNK,NA,NA,NA
04-21,WSSV,TSV2_VP28.31t,TSV2,5,NA,0,remove,31,C7,NA,2,UNK,NA,NA,NA
04-21,WSSV,TSV2_VP28.31t,TSV2,5,NA,0,remove,32,C8,NA,3,UNK,NA,NA,NA
04-22,TSV,0.00E+00,0,5,NA,0,remove,85,H1,NA,1,STD,NA,NA,NA
04-22,TSV,0.00E+00,0,5,NA,0,remove,86,H2,NA,2,STD,NA,NA,NA
04-22,TSV,0.00E+00,0,5,NA,0,remove,87,H3,NA,3,STD,NA,NA,NA
04-22,TSV,0.00E+00,0,5,NA,0,remove,88,H4,NA,4,STD,NA,NA,NA
04-22,TSV,0.00E+00,0,5,NA,0,remove,89,H5,NA,5,STD,NA,NA,NA
04-22,TSV,1.00E+00,20,5,13.560995,1,remove,75,G3,13.560995,3,STD,NA,NA,NA
04-22,TSV,1.00E+00,20,5,13.560995,1,remove,76,G4,NA,4,STD,NA,NA,NA
04-22,TSV,1.00E+00,20,5,13.560995,1,remove,77,G5,NA,5,STD,NA,NA,NA
04-22,TSV,1.00E+00,20,5,13.560995,1,remove,73,G1,NA,1,STD,NA,NA,NA
04-22,TSV,1.00E+00,20,5,13.560995,1,remove,74,G2,NA,2,STD,NA,NA,NA
04-22,TSV,1.00E+01,200,5,13.99088,5,keep,61,F1,10.790724,1,STD,remove,3,NA
04-22,TSV,1.00E+01,200,5,13.99088,5,keep,64,F4,16.310137,4,STD,remove,3,NA
04-22,TSV,1.00E+01,200,5,13.99088,5,keep,65,F5,13.99088,5,STD,keep,3,keep
04-22,TSV,1.00E+01,200,5,13.99088,5,keep,62,F2,13.784083,2,STD,keep,3,keep
04-22,TSV,1.00E+01,200,5,13.99088,5,keep,63,F3,14.23198,3,STD,keep,3,keep
04-22,TSV,1.00E+02,2000,5,10.88404,5,keep,53,E5,12.175074,5,STD,remove,3,NA
04-22,TSV,1.00E+02,2000,5,10.88404,5,keep,50,E2,10.991551,2,STD,keep,3,keep
04-22,TSV,1.00E+02,2000,5,10.88404,5,keep,52,E4,10.88404,4,STD,keep,3,keep
04-22,TSV,1.00E+02,2000,5,10.88404,5,keep,49,E1,9.283488,1,STD,remove,3,NA
04-22,TSV,1.00E+02,2000,5,10.88404,5,keep,51,E3,10.552561,3,STD,keep,3,keep
04-22,TSV,1.00E+03,20000,5,9.926698,5,keep,38,D2,9.931916,2,STD,keep,5,keep
04-22,TSV,1.00E+03,20000,5,9.926698,5,keep,37,D1,9.926698,1,STD,keep,5,keep
04-22,TSV,1.00E+03,20000,5,9.926698,5,keep,39,D3,9.927618,3,STD,keep,5,keep
04-22,TSV,1.00E+03,20000,5,9.926698,5,keep,40,D4,9.793034,4,STD,keep,5,keep
04-22,TSV,1.00E+03,20000,5,9.926698,5,keep,41,D5,9.886299,5,STD,keep,5,keep
04-22,TSV,1.00E+04,2e+05,5,8.541487,5,keep,25,C1,7.5920854,1,STD,keep,5,keep
04-22,TSV,1.00E+04,2e+05,5,8.541487,5,keep,26,C2,9.519754,2,STD,keep,5,keep
04-22,TSV,1.00E+04,2e+05,5,8.541487,5,keep,27,C3,8.152778,3,STD,keep,5,keep
04-22,TSV,1.00E+04,2e+05,5,8.541487,5,keep,28,C4,8.715083,4,STD,keep,5,keep
04-22,TSV,1.00E+04,2e+05,5,8.541487,5,keep,29,C5,8.541487,5,STD,keep,5,keep
04-22,TSV,1.00E+05,2e+06,5,7.350026,5,keep,13,B1,7.2239866,1,STD,keep,5,keep
04-22,TSV,1.00E+05,2e+06,5,7.350026,5,keep,15,B3,7.3771195,3,STD,keep,5,keep
04-22,TSV,1.00E+05,2e+06,5,7.350026,5,keep,16,B4,7.567876,4,STD,keep,5,keep
04-22,TSV,1.00E+05,2e+06,5,7.350026,5,keep,14,B2,7.119187,2,STD,keep,5,keep
04-22,TSV,1.00E+05,2e+06,5,7.350026,5,keep,17,B5,7.350026,5,STD,keep,5,keep
04-22,TSV,1.00E+06,2e+07,5,6.5481896,5,keep,3,A3,6.5481896,3,STD,keep,5,keep
04-22,TSV,1.00E+06,2e+07,5,6.5481896,5,keep,5,A5,6.6308837,5,STD,keep,5,keep
04-22,TSV,1.00E+06,2e+07,5,6.5481896,5,keep,4,A4,6.4325857,4,STD,keep,5,keep
04-22,TSV,1.00E+06,2e+07,5,6.5481896,5,keep,1,A1,5.9773555,1,STD,keep,5,keep
04-22,TSV,1.00E+06,2e+07,5,6.5481896,5,keep,2,A2,6.7825985,2,STD,keep,5,keep
04-22,TSV,TSV-5R_0.78,TSV-5R,5,NA,0,remove,83,G11,NA,3,UNK,NA,NA,NA
04-22,TSV,TSV-5R_0.78,TSV-5R,5,NA,0,remove,71,F11,NA,1,UNK,NA,NA,NA
04-22,TSV,TSV-5R_0.78,TSV-5R,5,NA,0,remove,84,G12,NA,4,UNK,NA,NA,NA
04-22,TSV,TSV-5R_0.78,TSV-5R,5,NA,0,remove,95,H11,NA,5,UNK,NA,NA,NA
04-22,TSV,TSV-5R_0.78,TSV-5R,5,NA,0,remove,72,F12,NA,2,UNK,NA,NA,NA
04-22,TSV,TSV-5R_7.83,TSV-5R,5,NA,0,remove,48,D12,NA,4,UNK,NA,NA,NA
04-22,TSV,TSV-5R_7.83,TSV-5R,5,NA,0,remove,24,B12,NA,2,UNK,NA,NA,NA
04-22,TSV,TSV-5R_7.83,TSV-5R,5,NA,0,remove,12,A12,NA,1,UNK,NA,NA,NA
04-22,TSV,TSV-5R_7.83,TSV-5R,5,NA,0,remove,36,C12,NA,3,UNK,NA,NA,NA
04-22,TSV,TSV-5R_7.83,TSV-5R,5,NA,0,remove,60,E12,NA,5,UNK,NA,NA,NA
04-22,TSV,TSV-5R_78.31,TSV-5R,5,18.4972365,4,keep,11,A11,15.077559,1,UNK,remove,NA,NA
04-22,TSV,TSV-5R_78.31,TSV-5R,5,18.4972365,4,keep,47,D11,14.0816965,4,UNK,remove,NA,NA
04-22,TSV,TSV-5R_78.31,TSV-5R,5,18.4972365,4,keep,35,C11,40.392853,3,UNK,remove,NA,NA
04-22,TSV,TSV-5R_78.31,TSV-5R,5,18.4972365,4,keep,59,E11,NA,5,UNK,NA,NA,NA
04-22,TSV,TSV-5R_78.31,TSV-5R,5,18.4972365,4,keep,23,B11,21.916914,2,UNK,remove,NA,NA
04-22,TSV,TSV-5R_783,TSV-5R,5,14.505991,3,keep,94,H10,NA,5,UNK,NA,2,NA
04-22,TSV,TSV-5R_783,TSV-5R,5,14.505991,3,keep,90,H6,14.505991,1,UNK,keep,2,remove
04-22,TSV,TSV-5R_783,TSV-5R,5,14.505991,3,keep,92,H8,14.523232,3,UNK,keep,2,remove
04-22,TSV,TSV-5R_783,TSV-5R,5,14.505991,3,keep,93,H9,11.844833,4,UNK,remove,2,NA
04-22,TSV,TSV-5R_783,TSV-5R,5,14.505991,3,keep,91,H7,NA,2,UNK,NA,2,NA
04-22,TSV,TSV-5R_7831,TSV-5R,5,12.358821,5,keep,81,G9,12.930169,4,UNK,keep,3,keep
04-22,TSV,TSV-5R_7831,TSV-5R,5,12.358821,5,keep,79,G7,13.501517,2,UNK,remove,3,NA
04-22,TSV,TSV-5R_7831,TSV-5R,5,12.358821,5,keep,78,G6,10.343522,1,UNK,remove,3,NA
04-22,TSV,TSV-5R_7831,TSV-5R,5,12.358821,5,keep,82,G10,12.358821,5,UNK,keep,3,keep
04-22,TSV,TSV-5R_7831,TSV-5R,5,12.358821,5,keep,80,G8,12.19333,3,UNK,keep,3,keep
04-22,TSV,TSV-5R_78310,TSV-5R,5,11.031102,5,keep,66,F6,9.262476,1,UNK,remove,3,NA
04-22,TSV,TSV-5R_78310,TSV-5R,5,11.031102,5,keep,67,F7,12.391079,2,UNK,remove,3,NA
04-22,TSV,TSV-5R_78310,TSV-5R,5,11.031102,5,keep,69,F9,10.751587,4,UNK,keep,3,keep
04-22,TSV,TSV-5R_78310,TSV-5R,5,11.031102,5,keep,68,F8,11.343968,3,UNK,keep,3,keep
04-22,TSV,TSV-5R_78310,TSV-5R,5,11.031102,5,keep,70,F10,11.031102,5,UNK,keep,3,keep
04-22,TSV,TSV-5R_783103,TSV-5R,5,9.893315,5,keep,54,E6,8.2402115,1,UNK,remove,4,NA
04-22,TSV,TSV-5R_783103,TSV-5R,5,9.893315,5,keep,58,E10,10.139348,5,UNK,keep,4,keep
04-22,TSV,TSV-5R_783103,TSV-5R,5,9.893315,5,keep,56,E8,9.22843,3,UNK,keep,4,keep
04-22,TSV,TSV-5R_783103,TSV-5R,5,9.893315,5,keep,55,E7,9.962066,2,UNK,keep,4,keep
04-22,TSV,TSV-5R_783103,TSV-5R,5,9.893315,5,keep,57,E9,9.893315,4,UNK,keep,4,keep
04-22,TSV,TSV-5R_7831031,TSV-5R,5,9.053553,5,keep,43,D7,9.053553,2,UNK,keep,4,keep
04-22,TSV,TSV-5R_7831031,TSV-5R,5,9.053553,5,keep,46,D10,9.090296,5,UNK,keep,4,keep
04-22,TSV,TSV-5R_7831031,TSV-5R,5,9.053553,5,keep,42,D6,7.96425,1,UNK,remove,4,NA
04-22,TSV,TSV-5R_7831031,TSV-5R,5,9.053553,5,keep,45,D9,9.464042,4,UNK,keep,4,keep
04-22,TSV,TSV-5R_7831031,TSV-5R,5,9.053553,5,keep,44,D8,8.568879,3,UNK,keep,4,keep
04-22,TSV,Val.11,Val.11,5,25.738455,5,keep,8,A8,25.618782,3,UNK,keep,3,keep
04-22,TSV,Val.11,Val.11,5,25.738455,5,keep,10,A10,17.835693,5,UNK,remove,3,NA
04-22,TSV,Val.11,Val.11,5,25.738455,5,keep,7,A7,25.738455,2,UNK,keep,3,keep
04-22,TSV,Val.11,Val.11,5,25.738455,5,keep,6,A6,29.857843,1,UNK,remove,3,NA
04-22,TSV,Val.11,Val.11,5,25.738455,5,keep,9,A9,25.832653,4,UNK,keep,3,keep
04-22,TSV,Val.24,Val.24,5,12.3814095,4,keep,21,B9,10.545203,4,UNK,remove,3,NA
04-22,TSV,Val.24,Val.24,5,12.3814095,4,keep,19,B7,12.475086,2,UNK,keep,3,keep
04-22,TSV,Val.24,Val.24,5,12.3814095,4,keep,18,B6,12.314896,1,UNK,keep,3,keep
04-22,TSV,Val.24,Val.24,5,12.3814095,4,keep,22,B10,NA,5,UNK,NA,3,NA
04-22,TSV,Val.24,Val.24,5,12.3814095,4,keep,20,B8,12.447923,3,UNK,keep,3,keep
04-22,TSV,Val.27,Val.27,5,14.725978,5,keep,31,C7,14.079104,2,UNK,keep,3,keep
04-22,TSV,Val.27,Val.27,5,14.725978,5,keep,33,C9,14.725978,4,UNK,keep,3,keep
04-22,TSV,Val.27,Val.27,5,14.725978,5,keep,34,C10,13.146305,5,UNK,remove,3,NA
04-22,TSV,Val.27,Val.27,5,14.725978,5,keep,30,C6,16.651241,1,UNK,remove,3,NA
04-22,TSV,Val.27,Val.27,5,14.725978,5,keep,32,C8,14.937844,3,UNK,keep,3,keep
04-27,TSV,0.00E+00,0,5,NA,0,remove,40,D4,NA,4,STD,NA,NA,NA
04-27,TSV,0.00E+00,0,5,NA,0,remove,39,D3,NA,3,STD,NA,NA,NA
04-27,TSV,0.00E+00,0,5,NA,0,remove,37,D1,NA,1,STD,NA,NA,NA
04-27,TSV,0.00E+00,0,5,NA,0,remove,41,D5,NA,5,STD,NA,NA,NA
04-27,TSV,0.00E+00,0,5,NA,0,remove,38,D2,NA,2,STD,NA,NA,NA
04-27,TSV,1.00E+01,200,5,12.515461,5,keep,25,C1,9.980852,1,STD,remove,2,NA
04-27,TSV,1.00E+01,200,5,12.515461,5,keep,29,C5,11.930432,5,STD,keep,2,remove
04-27,TSV,1.00E+01,200,5,12.515461,5,keep,28,C4,12.515461,4,STD,keep,2,remove
04-27,TSV,1.00E+01,200,5,12.515461,5,keep,26,C2,22.74366,2,STD,remove,2,NA
04-27,TSV,1.00E+01,200,5,12.515461,5,keep,27,C3,22.39018,3,STD,remove,2,NA
04-27,TSV,1.00E+04,2e+05,5,7.4933066,5,keep,17,B5,7.4933066,5,STD,keep,5,keep
04-27,TSV,1.00E+04,2e+05,5,7.4933066,5,keep,15,B3,7.5010204,3,STD,keep,5,keep
04-27,TSV,1.00E+04,2e+05,5,7.4933066,5,keep,13,B1,7.0716305,1,STD,keep,5,keep
04-27,TSV,1.00E+04,2e+05,5,7.4933066,5,keep,16,B4,7.2605743,4,STD,keep,5,keep
04-27,TSV,1.00E+04,2e+05,5,7.4933066,5,keep,14,B2,7.932238,2,STD,keep,5,keep
04-27,TSV,1.00E+06,2e+07,5,5.9174333,5,keep,1,A1,5.749103,1,STD,keep,5,keep
04-27,TSV,1.00E+06,2e+07,5,5.9174333,5,keep,3,A3,5.908836,3,STD,keep,5,keep
04-27,TSV,1.00E+06,2e+07,5,5.9174333,5,keep,4,A4,5.9174333,4,STD,keep,5,keep
04-27,TSV,1.00E+06,2e+07,5,5.9174333,5,keep,2,A2,6.2798996,2,STD,keep,5,keep
04-27,TSV,1.00E+06,2e+07,5,5.9174333,5,keep,5,A5,6.089431,5,STD,keep,5,keep
04-27,TSV,EHP-1,EHP-1,5,NA,0,remove,47,D11,NA,4,UNK,NA,NA,NA
04-27,TSV,EHP-1,EHP-1,5,NA,0,remove,35,C11,NA,3,UNK,NA,NA,NA
04-27,TSV,EHP-1,EHP-1,5,NA,0,remove,23,B11,NA,2,UNK,NA,NA,NA
04-27,TSV,EHP-1,EHP-1,5,NA,0,remove,59,E11,NA,5,UNK,NA,NA,NA
04-27,TSV,EHP-1,EHP-1,5,NA,0,remove,11,A11,NA,1,UNK,NA,NA,NA
04-27,TSV,EHP-2,EHP-2,5,NA,0,remove,12,A12,NA,1,UNK,NA,NA,NA
04-27,TSV,EHP-2,EHP-2,5,NA,0,remove,36,C12,NA,3,UNK,NA,NA,NA
04-27,TSV,EHP-2,EHP-2,5,NA,0,remove,24,B12,NA,2,UNK,NA,NA,NA
04-27,TSV,EHP-2,EHP-2,5,NA,0,remove,48,D12,NA,4,UNK,NA,NA,NA
04-27,TSV,EHP-2,EHP-2,5,NA,0,remove,60,E12,NA,5,UNK,NA,NA,NA
04-27,TSV,EMS-1,EMS-1,5,NA,0,remove,80,G8,NA,3,UNK,NA,NA,NA
04-27,TSV,EMS-1,EMS-1,5,NA,0,remove,78,G6,NA,1,UNK,NA,NA,NA
04-27,TSV,EMS-1,EMS-1,5,NA,0,remove,81,G9,NA,4,UNK,NA,NA,NA
04-27,TSV,EMS-1,EMS-1,5,NA,0,remove,82,G10,NA,5,UNK,NA,NA,NA
04-27,TSV,EMS-1,EMS-1,5,NA,0,remove,79,G7,NA,2,UNK,NA,NA,NA
04-27,TSV,EMS-2,EMS-2,5,NA,0,remove,93,H9,NA,4,UNK,NA,NA,NA
04-27,TSV,EMS-2,EMS-2,5,NA,0,remove,90,H6,NA,1,UNK,NA,NA,NA
04-27,TSV,EMS-2,EMS-2,5,NA,0,remove,92,H8,NA,3,UNK,NA,NA,NA
04-27,TSV,EMS-2,EMS-2,5,NA,0,remove,94,H10,NA,5,UNK,NA,NA,NA
04-27,TSV,EMS-2,EMS-2,5,NA,0,remove,91,H7,NA,2,UNK,NA,NA,NA
04-27,TSV,IHHNV-1,IHHNV-1,5,NA,0,remove,55,E7,NA,2,UNK,NA,NA,NA
04-27,TSV,IHHNV-1,IHHNV-1,5,NA,0,remove,57,E9,NA,4,UNK,NA,NA,NA
04-27,TSV,IHHNV-1,IHHNV-1,5,NA,0,remove,54,E6,NA,1,UNK,NA,NA,NA
04-27,TSV,IHHNV-1,IHHNV-1,5,NA,0,remove,58,E10,NA,5,UNK,NA,NA,NA
04-27,TSV,IHHNV-1,IHHNV-1,5,NA,0,remove,56,E8,NA,3,UNK,NA,NA,NA
04-27,TSV,IHHNV-2,IHHNV-2,5,NA,0,remove,70,F10,NA,5,UNK,NA,NA,NA
04-27,TSV,IHHNV-2,IHHNV-2,5,NA,0,remove,69,F9,NA,4,UNK,NA,NA,NA
04-27,TSV,IHHNV-2,IHHNV-2,5,NA,0,remove,68,F8,NA,3,UNK,NA,NA,NA
04-27,TSV,IHHNV-2,IHHNV-2,5,NA,0,remove,67,F7,NA,2,UNK,NA,NA,NA
04-27,TSV,IHHNV-2,IHHNV-2,5,NA,0,remove,66,F6,NA,1,UNK,NA,NA,NA
04-27,TSV,IMNV-1,IMNV-1,5,NA,0,remove,30,C6,NA,1,UNK,NA,NA,NA
04-27,TSV,IMNV-1,IMNV-1,5,NA,0,remove,34,C10,NA,5,UNK,NA,NA,NA
04-27,TSV,IMNV-1,IMNV-1,5,NA,0,remove,32,C8,NA,3,UNK,NA,NA,NA
04-27,TSV,IMNV-1,IMNV-1,5,NA,0,remove,33,C9,NA,4,UNK,NA,NA,NA
04-27,TSV,IMNV-1,IMNV-1,5,NA,0,remove,31,C7,NA,2,UNK,NA,NA,NA
04-27,TSV,IMNV-2,IMNV-2,5,NA,0,remove,43,D7,NA,2,UNK,NA,NA,NA
04-27,TSV,IMNV-2,IMNV-2,5,NA,0,remove,46,D10,NA,5,UNK,NA,NA,NA
04-27,TSV,IMNV-2,IMNV-2,5,NA,0,remove,42,D6,NA,1,UNK,NA,NA,NA
04-27,TSV,IMNV-2,IMNV-2,5,NA,0,remove,45,D9,NA,4,UNK,NA,NA,NA
04-27,TSV,IMNV-2,IMNV-2,5,NA,0,remove,44,D8,NA,3,UNK,NA,NA,NA
04-27,TSV,SPF-10,SPF-10,5,NA,0,remove,22,B10,NA,5,UNK,NA,NA,NA
04-27,TSV,SPF-10,SPF-10,5,NA,0,remove,21,B9,NA,4,UNK,NA,NA,NA
04-27,TSV,SPF-10,SPF-10,5,NA,0,remove,19,B7,NA,2,UNK,NA,NA,NA
04-27,TSV,SPF-10,SPF-10,5,NA,0,remove,20,B8,NA,3,UNK,NA,NA,NA
04-27,TSV,SPF-10,SPF-10,5,NA,0,remove,18,B6,NA,1,UNK,NA,NA,NA
04-27,TSV,SPF-6,SPF-6,5,NA,0,remove,65,F5,NA,5,UNK,NA,NA,NA
04-27,TSV,SPF-6,SPF-6,5,NA,0,remove,64,F4,NA,4,UNK,NA,NA,NA
04-27,TSV,SPF-6,SPF-6,5,NA,0,remove,61,F1,NA,1,UNK,NA,NA,NA
04-27,TSV,SPF-6,SPF-6,5,NA,0,remove,63,F3,NA,3,UNK,NA,NA,NA
04-27,TSV,SPF-6,SPF-6,5,NA,0,remove,62,F2,NA,2,UNK,NA,NA,NA
04-27,TSV,SPF-7,SPF-7,5,NA,0,remove,76,G4,NA,4,UNK,NA,NA,NA
04-27,TSV,SPF-7,SPF-7,5,NA,0,remove,77,G5,NA,5,UNK,NA,NA,NA
04-27,TSV,SPF-7,SPF-7,5,NA,0,remove,74,G2,NA,2,UNK,NA,NA,NA
04-27,TSV,SPF-7,SPF-7,5,NA,0,remove,75,G3,NA,3,UNK,NA,NA,NA
04-27,TSV,SPF-7,SPF-7,5,NA,0,remove,73,G1,NA,1,UNK,NA,NA,NA
04-27,TSV,SPF-8,SPF-8,5,NA,0,remove,88,H4,NA,4,UNK,NA,NA,NA
04-27,TSV,SPF-8,SPF-8,5,NA,0,remove,89,H5,NA,5,UNK,NA,NA,NA
04-27,TSV,SPF-8,SPF-8,5,NA,0,remove,85,H1,NA,1,UNK,NA,NA,NA
04-27,TSV,SPF-8,SPF-8,5,NA,0,remove,86,H2,NA,2,UNK,NA,NA,NA
04-27,TSV,SPF-8,SPF-8,5,NA,0,remove,87,H3,NA,3,UNK,NA,NA,NA
04-27,TSV,SPF-9,SPF-9,5,NA,0,remove,9,A9,NA,4,UNK,NA,NA,NA
04-27,TSV,SPF-9,SPF-9,5,NA,0,remove,7,A7,NA,2,UNK,NA,NA,NA
04-27,TSV,SPF-9,SPF-9,5,NA,0,remove,10,A10,NA,5,UNK,NA,NA,NA
04-27,TSV,SPF-9,SPF-9,5,NA,0,remove,6,A6,NA,1,UNK,NA,NA,NA
04-27,TSV,SPF-9,SPF-9,5,NA,0,remove,8,A8,NA,3,UNK,NA,NA,NA
04-27,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,38,D2,NA,2,STD,NA,NA,NA
04-27,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,39,D3,NA,3,STD,NA,NA,NA
04-27,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,37,D1,NA,1,STD,NA,NA,NA
04-27,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,41,D5,NA,5,STD,NA,NA,NA
04-27,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,40,D4,NA,4,STD,NA,NA,NA
04-27,WSSV,1e3_VP28.31t,1e+03,5,NA,0,remove,29,C5,NA,5,STD,NA,NA,NA
04-27,WSSV,1e3_VP28.31t,1e+03,5,NA,0,remove,28,C4,NA,4,STD,NA,NA,NA
04-27,WSSV,1e3_VP28.31t,1e+03,5,NA,0,remove,25,C1,NA,1,STD,NA,NA,NA
04-27,WSSV,1e3_VP28.31t,1e+03,5,NA,0,remove,27,C3,NA,3,STD,NA,NA,NA
04-27,WSSV,1e3_VP28.31t,1e+03,5,NA,0,remove,26,C2,NA,2,STD,NA,NA,NA
04-27,WSSV,1e4_VP28.31t,1e+04,5,8.791684,5,keep,16,B4,7.8504467,4,STD,keep,3,keep
04-27,WSSV,1e4_VP28.31t,1e+04,5,8.791684,5,keep,14,B2,10.360986,2,STD,remove,3,NA
04-27,WSSV,1e4_VP28.31t,1e+04,5,8.791684,5,keep,13,B1,8.427054,1,STD,keep,3,keep
04-27,WSSV,1e4_VP28.31t,1e+04,5,8.791684,5,keep,17,B5,8.791684,5,STD,keep,3,keep
04-27,WSSV,1e4_VP28.31t,1e+04,5,8.791684,5,keep,15,B3,21.296656,3,STD,remove,3,NA
04-27,WSSV,1e6_VP28.31t,1e+06,5,6.8617625,5,keep,2,A2,6.8617625,2,STD,keep,5,keep
04-27,WSSV,1e6_VP28.31t,1e+06,5,6.8617625,5,keep,4,A4,6.8993664,4,STD,keep,5,keep
04-27,WSSV,1e6_VP28.31t,1e+06,5,6.8617625,5,keep,3,A3,6.6740117,3,STD,keep,5,keep
04-27,WSSV,1e6_VP28.31t,1e+06,5,6.8617625,5,keep,1,A1,6.937164,1,STD,keep,5,keep
04-27,WSSV,1e6_VP28.31t,1e+06,5,6.8617625,5,keep,5,A5,6.7524247,5,STD,keep,5,keep
04-27,WSSV,EHP1_VP28.31t,EHP1,5,NA,0,remove,55,E7,NA,2,UNK,NA,NA,NA
04-27,WSSV,EHP1_VP28.31t,EHP1,5,NA,0,remove,56,E8,NA,3,UNK,NA,NA,NA
04-27,WSSV,EHP1_VP28.31t,EHP1,5,NA,0,remove,58,E10,NA,5,UNK,NA,NA,NA
04-27,WSSV,EHP1_VP28.31t,EHP1,5,NA,0,remove,57,E9,NA,4,UNK,NA,NA,NA
04-27,WSSV,EHP1_VP28.31t,EHP1,5,NA,0,remove,54,E6,NA,1,UNK,NA,NA,NA
04-27,WSSV,EHP2_VP28.31t,EHP2,5,NA,0,remove,67,F7,NA,2,UNK,NA,NA,NA
04-27,WSSV,EHP2_VP28.31t,EHP2,5,NA,0,remove,69,F9,NA,4,UNK,NA,NA,NA
04-27,WSSV,EHP2_VP28.31t,EHP2,5,NA,0,remove,66,F6,NA,1,UNK,NA,NA,NA
